1	2	3	0.485906639	0.702584657	-0.389233037	0.262980393	0.742582449
0.742582449	1	2	1.353459993	0.485906639	0.702584657	-0.389233037	2.09107378
2.09107378	0.742582449	1	-2.270226105	1.353459993	0.485906639	0.702584657	-0.944171398
-0.944171398	2.09107378	0.742582449	-1.801672624	-2.270226105	1.353459993	0.485906639	-2.784760072
-2.784760072	-0.944171398	2.09107378	0.097729753	-1.801672624	-2.270226105	1.353459993	-2.213630073
-2.213630073	-2.784760072	-0.944171398	-0.956990789	0.097729753	-1.801672624	-2.270226105	-1.870237739
-1.870237739	-2.213630073	-2.784760072	0.702584657	-0.956990789	0.097729753	-1.801672624	0.037174444
0.037174444	-1.870237739	-2.213630073	-0.389233037	0.702584657	-0.956990789	0.097729753	-0.348705338
-0.348705338	0.037174444	-1.870237739	0.262980393	-0.389233037	0.702584657	-0.956990789	0.18663061
0.18663061	-0.348705338	0.037174444	1.850285116	0.262980393	-0.389233037	0.702584657	1.893958445
1.893958445	0.18663061	-0.348705338	-0.308966719	1.850285116	0.262980393	-0.389233037	1.102846957
1.102846957	1.893958445	0.18663061	-0.100266107	-0.308966719	1.850285116	0.262980393	0.587037351
0.587037351	1.102846957	1.893958445	-0.515651664	-0.100266107	-0.308966719	1.850285116	-0.638115636
-0.638115636	0.587037351	1.102846957	1.448106559	-0.515651664	-0.100266107	-0.308966719	0.982323268
0.982323268	-0.638115636	0.587037351	1.079822596	1.448106559	-0.515651664	-0.100266107	1.923984965
1.923984965	0.982323268	-0.638115636	-0.327474936	1.079822596	1.448106559	-0.515651664	1.131898895
1.131898895	1.923984965	0.982323268	-0.734673904	-0.327474936	1.079822596	1.448106559	-0.37721375
-0.37721375	1.131898895	1.923984965	1.838134267	-0.734673904	-0.327474936	1.079822596	1.174249818
1.174249818	-0.37721375	1.131898895	0.907029971	1.838134267	-0.734673904	-0.327474936	1.875545499
1.875545499	1.174249818	-0.37721375	0.22052177	0.907029971	1.838134267	-0.734673904	1.764181831
