1	14	-22	3	8	-6	-3	-25	59.25
1	59.25	14	-22	-0.375	8	-6	-3	92.765
1	92.765	59.25	14	-0.625	-0.375	8	-6	-99.6664
1	-99.6664	92.765	59.25	0.125	-0.625	-0.375	8	-65.3108
1	-65.3108	-99.6664	92.765	0.375	0.125	-0.625	-0.375	30.5418
1	30.5418	-65.3108	-99.6664	0.375	0.375	0.125	-0.625	35.1785
1	35.1785	30.5418	-65.3108	0.375	0.375	0.375	0.125	-6.50231
1	-6.50231	35.1785	30.5418	-0.625	0.375	0.375	0.375	-21.829
1	-21.829	-6.50231	35.1785	0.125	-0.625	0.375	0.375	-8.70129
1	-8.70129	-21.829	-6.50231	-0.625	0.125	-0.625	0.375	13.9725
1	13.9725	-8.70129	-21.829	-0.125	-0.625	0.125	-0.625	6.10871
1	6.10871	13.9725	-8.70129	-0.125	-0.125	-0.625	0.125	4.08557
1	4.08557	6.10871	13.9725	-0.125	-0.125	-0.125	-0.625	0.4677
1	0.4677	4.08557	6.10871	0.375	-0.125	-0.125	-0.125	0.581063
1	0.581063	0.4677	4.08557	-0.375	0.375	-0.125	-0.125	1.50161
1	1.50161	0.581063	0.4677	-0.375	-0.375	0.375	-0.125	-4.9901
1	-4.9901	1.50161	0.581063	-0.625	-0.375	-0.375	0.375	2.04705
1	2.04705	-4.9901	1.50161	-0.625	-0.625	-0.375	-0.375	6.96717
1	6.96717	2.04705	-4.9901	-0.375	-0.625	-0.625	-0.375	9.02108
1	9.02108	6.96717	2.04705	0.125	-0.375	-0.625	-0.625	8.24976
1	8.24976	9.02108	6.96717	0.375	0.125	-0.375	-0.625	4.32449
1	4.32449	8.24976	9.02108	0.125	0.375	0.125	-0.375	-3.2696
1	-3.2696	4.32449	8.24976	-0.625	0.125	0.375	0.125	-8.12631
1	-8.12631	-3.2696	4.32449	0.375	-0.625	0.125	0.375	-2.48269
1	-2.48269	-8.12631	-3.2696	-0.375	0.375	-0.625	0.125	10.5571
1	10.5571	-2.48269	-8.12631	-0.375	-0.375	0.375	-0.625	-0.891497
1	-0.891497	10.5571	-2.48269	-0.125	-0.375	-0.375	0.375	0.0246442
1	0.0246442	-0.891497	10.5571	-0.375	-0.125	-0.375	-0.375	5.07414
1	5.07414	0.0246442	-0.891497	-0.375	-0.375	-0.125	-0.375	2.87321
1	2.87321	5.07414	0.0246442	0.375	-0.375	-0.375	-0.125	4.05729
1	4.05729	2.87321	5.07414	0.125	0.375	-0.375	-0.375	5.36358
1	5.36358	4.05729	2.87321	-0.375	0.125	0.375	-0.375	-5.05523
1	-5.05523	5.36358	4.05729	-0.125	-0.375	0.125	0.375	-5.56105
1	-5.56105	-5.05523	5.36358	-0.625	-0.125	-0.375	0.125	4.73355
1	4.73355	-5.56105	-5.05523	-0.375	-0.625	-0.125	-0.375	5.00108
1	5.00108	4.73355	-5.56105	0.125	-0.375	-0.625	-0.125	7.82539
1	7.82539	5.00108	4.73355	0.375	0.125	-0.375	-0.625	5.85476
1	5.85476	7.82539	5.00108	-0.625	0.375	0.125	-0.375	-3.39188
1	-3.39188	5.85476	7.82539	0.125	-0.625	0.375	0.125	-8.2649
1	-8.2649	-3.39188	5.85476	-0.125	0.125	-0.625	0.375	6.99212
1	6.99212	-8.2649	-3.39188	0.125	-0.125	0.125	-0.625	4.26107
1	4.26107	6.99212	-8.2649	-0.125	0.125	-0.125	0.125	-0.00204833
1	-0.00204833	4.26107	6.99212	-0.375	-0.125	0.125	-0.125	-3.63413
1	-3.63413	-0.00204833	4.26107	-0.625	-0.375	-0.125	0.125	-0.100701
1	-0.100701	-3.63413	-0.00204833	0.125	-0.625	-0.375	-0.125	6.44534
1	6.44534	-0.100701	-3.63413	-0.125	0.125	-0.625	-0.375	10.2222
1	10.2222	6.44534	-0.100701	-0.375	-0.125	0.125	-0.625	-1.35069
1	-1.35069	10.2222	6.44534	0.125	-0.375	-0.125	0.125	-2.89235
1	-2.89235	-1.35069	10.2222	-0.625	0.125	-0.375	-0.125	4.14771
1	4.14771	-2.89235	-1.35069	0.375	-0.625	0.125	-0.375	1.2298
1	1.2298	4.14771	-2.89235	-0.375	0.375	-0.625	0.125	6.59382
1	6.59382	1.2298	4.14771	-0.375	-0.375	0.375	-0.625	-3.59626
1	-3.59626	6.59382	1.2298	0.125	-0.375	-0.375	0.375	1.11084
1	1.11084	-3.59626	6.59382	0.125	0.125	-0.375	-0.375	7.08559
1	7.08559	1.11084	-3.59626	-0.375	0.125	0.125	-0.375	-0.0813766
1	-0.0813766	7.08559	1.11084	-0.375	-0.375	0.125	0.125	-4.97213
1	-4.97213	-0.0813766	7.08559	-0.375	-0.375	-0.375	0.125	3.0327
1	3.0327	-4.97213	-0.0813766	-0.625	-0.375	-0.375	-0.375	7.3267
1	7.3267	3.0327	-4.97213	0.375	-0.625	-0.375	-0.375	6.22234
1	6.22234	7.3267	3.0327	-0.125	0.375	-0.625	-0.375	7.16551
1	7.16551	6.22234	7.3267	0.375	-0.125	0.375	-0.625	-4.6609
1	-4.6609	7.16551	6.22234	-0.125	0.375	-0.125	0.375	-2.71753
1	-2.71753	-4.6609	7.16551	0.375	-0.125	0.375	-0.125	-3.25413
1	-3.25413	-2.71753	-4.6609	-0.375	0.375	-0.125	0.375	1.52468
1	1.52468	-3.25413	-2.71753	0.125	-0.375	0.375	-0.125	-2.90379
1	-2.90379	1.52468	-3.25413	-0.125	0.125	-0.375	0.375	3.30163
1	3.30163	-2.90379	1.52468	-0.375	-0.125	0.125	-0.375	0.377611
1	0.377611	3.30163	-2.90379	0.375	-0.375	-0.125	0.125	0.723864
1	0.723864	0.377611	3.30163	-0.625	0.375	-0.375	-0.125	4.57731
1	4.57731	0.723864	0.377611	0.375	-0.625	0.375	-0.375	-3.38426
1	-3.38426	4.57731	0.723864	-0.125	0.375	-0.625	0.375	5.22306
1	5.22306	-3.38426	4.57731	0.125	-0.125	0.375	-0.625	-1.52521
1	-1.52521	5.22306	-3.38426	0.375	0.125	-0.125	0.375	-0.561844
1	-0.561844	-1.52521	5.22306	-0.625	0.375	0.125	-0.125	-1.51572
1	-1.51572	-0.561844	-1.52521	-0.625	-0.625	0.375	0.125	-5.81306
1	-5.81306	-1.51572	-0.561844	-0.125	-0.625	-0.625	0.375	6.72206
1	6.72206	-5.81306	-1.51572	-0.625	-0.125	-0.625	-0.625	12.1636
1	12.1636	6.72206	-5.81306	-0.375	-0.625	-0.125	-0.625	2.21222
1	2.21222	12.1636	6.72206	-0.375	-0.375	-0.625	-0.125	3.43515
1	3.43515	2.21222	12.1636	-0.625	-0.375	-0.375	-0.625	4.5605
1	4.5605	3.43515	2.21222	0.125	-0.625	-0.375	-0.375	4.98997
1	4.98997	4.5605	3.43515	0.375	0.125	-0.625	-0.375	8.36948
1	8.36948	4.98997	4.5605	-0.375	0.375	0.125	-0.625	-1.1507
1	-1.1507	8.36948	4.98997	0.125	-0.375	0.375	0.125	-8.56476
1	-8.56476	-1.1507	8.36948	-0.625	0.125	-0.375	0.375	2.23002
1	2.23002	-8.56476	-1.1507	-0.125	-0.625	0.125	-0.375	2.50055
1	2.50055	2.23002	-8.56476	0.375	-0.125	-0.625	0.125	8.36417
1	8.36417	2.50055	2.23002	-0.375	0.375	-0.125	-0.625	3.11986
1	3.11986	8.36417	2.50055	0.125	-0.375	0.375	-0.125	-7.22084
1	-7.22084	3.11986	8.36417	-0.625	0.125	-0.375	0.375	0.866383
1	0.866383	-7.22084	3.11986	0.375	-0.625	0.125	-0.375	2.04244
1	2.04244	0.866383	-7.22084	0.375	0.375	-0.625	0.125	8.93874
1	8.93874	2.04244	0.866383	-0.125	0.375	0.375	-0.625	-2.76752
1	-2.76752	8.93874	2.04244	-0.625	-0.125	0.375	0.375	-10.0332
1	-10.0332	-2.76752	8.93874	0.125	-0.625	-0.125	0.375	-0.257631
1	-0.257631	-10.0332	-2.76752	-0.125	0.125	-0.625	-0.125	12.2576
1	12.2576	-0.257631	-10.0332	-0.125	-0.125	0.125	-0.625	2.26655
1	2.26655	12.2576	-0.257631	0.375	-0.125	-0.125	0.125	-2.33921
1	-2.33921	2.26655	12.2576	-0.125	0.375	-0.125	-0.125	0.143327
1	0.143327	-2.33921	2.26655	0.375	-0.125	0.375	-0.125	-3.36275
1	-3.36275	0.143327	-2.33921	0.375	0.375	-0.125	0.375	1.06158
1	1.06158	-3.36275	0.143327	-0.375	0.375	0.375	-0.125	-3.27526
1	-3.27526	1.06158	-3.36275	-0.125	-0.375	0.375	0.375	-6.50882
1	-6.50882	-3.27526	1.06158	0.125	-0.125	-0.375	0.375	4.38965
1	4.38965	-6.50882	-3.27526	0.125	0.125	-0.125	-0.375	6.00939
1	6.00939	4.38965	-6.50882	-0.125	0.125	0.125	-0.125	-1.58199
1	-1.58199	6.00939	4.38965	-0.125	-0.125	0.125	0.125	-4.65003
1	-4.65003	-1.58199	6.00939	0.125	-0.125	-0.125	0.125	1.07277
1	1.07277	-4.65003	-1.58199	-0.375	0.125	-0.125	-0.125	3.68423
1	3.68423	1.07277	-4.65003	0.125	-0.375	0.125	-0.125	-0.799359
1	-0.799359	3.68423	1.07277	0.125	0.125	-0.375	0.125	3.36131
1	3.36131	-0.799359	3.68423	-0.375	0.125	0.125	-0.375	-0.398059
1	-0.398059	3.36131	-0.799359	-0.625	-0.375	0.125	0.125	-3.77837
1	-3.77837	-0.398059	3.36131	-0.625	-0.625	-0.375	0.125	3.19297
1	3.19297	-3.77837	-0.398059	0.375	-0.625	-0.625	-0.375	11.0559
1	11.0559	3.19297	-3.77837	-0.625	0.375	-0.625	-0.625	9.88032
1	9.88032	11.0559	3.19297	0.375	-0.625	0.375	-0.625	-5.99861
1	-5.99861	9.88032	11.0559	-0.625	0.375	-0.625	0.375	1.76252
1	1.76252	-5.99861	9.88032	-0.375	-0.625	0.375	-0.625	-2.11652
1	-2.11652	1.76252	-5.99861	0.375	-0.375	-0.625	0.375	7.04122
